Gene	Pvals
RALGPS2	0.0069711464894086465
TECPR2	0.006971474937966044
FAM89A	0.006978434682005722
LRRK2	0.006980902219159187
HPD	0.00698314083731155
TRH	0.006984454800791184
AC007278.2	0.006984719871613287
C2orf72	0.006989365720905345
RP11-634H22.1	0.006989365720905345
WDFY3-AS2	0.006990744736277012
FTL	0.007016438317889568
ZNF197	0.00704267326015601
FUOM	0.00704267326015601
IQGAP2	0.00704267326015601
SDPR	0.00704267326015601
RHBDF1	0.00704267326015601
LINGO2	0.00704267326015601
TGIF2	0.00704267326015601
NFKBIZ	0.007052934656209372
INTS1	0.007091490665260517
SCART1	0.007091490665260517
LMF1	0.007091490665260517
JARID2	0.0070992602921709815
IL6ST	0.0070992602921709815
TLR4	0.0070992602921709815
CNGA4	0.007118463006114041
CCDC130	0.007164153111112858
LINC02035	0.00717936983639149
RP11-731C17.2	0.007179905707102389
MAFB	0.007179905707102389
SOS2	0.007179905707102389
ETV3	0.007180898927673119
BCL6	0.007180898927673119
CDK10	0.00718531774579664
RP11-296O14.3	0.007186941214486324
CYB5B	0.0071968091563405345
DNLZ	0.00721395427563344
ST6GALNAC2	0.00721395427563344
EML3	0.007237517397115917
RASGRF1	0.007237517397115917
AC004987.9	0.0072556993828128465
RP1-228H13.5	0.007263627796359209
CCDC94	0.007296681893934351
RP1-39G22.7	0.007298499376898435
SUMO3	0.007298999930619191
RPL19	0.0073144163639529336
SDF4	0.0073270932922393185
PPP1R3B	0.007340336822122589
NMRK1	0.007343299491665555
RND1	0.007343299491665555
UQCR11	0.007343299491665555
GNA12	0.007352365070649372
RP11-661A12.9	0.007352365070649372
OMG	0.007367452465412874
APOBEC3G	0.007378421205411008
C6orf136	0.007378421205411008
POLD3	0.007378421205411008
ASCC2	0.007378421205411008
ECD	0.007378421205411008
MADCAM1	0.007378421205411008
AC016739.2	0.007379636502225962
TMEM55A	0.007381056500051402
CBY1	0.007390820796134778
PHF1	0.0074192572120951586
NELFCD	0.007431678002177634
MFF	0.00746204305240395
ABCB8	0.007462729433945817
KIF5A	0.007490357104132522
RPL10P3	0.007490357104132522
FAM209B	0.00749445549381265
ERLIN1	0.00749445549381265
RP11-704M14.1	0.00749445549381265
RP11-1143G9.5	0.007518737817539174
AD000864.6	0.007523983510344234
KLK7	0.007527307377057072
RP11-153M7.5	0.007527767588084374
PLSCR1	0.007531482858335027
ABI3	0.007589952108577333
ZNF502	0.007620276153722966
CACNB1	0.007652639468507373
ASPSCR1	0.007660991047100961
RP11-63D14.1	0.007675464790512055
RP4-800J21.3	0.00768233869528989
RP11-141M3.6	0.007694651360998771
OSER1-AS1	0.0077056869912068785
RP11-428G5.5	0.007707684659912084
THSD1	0.00773090238769896
MOSPD2	0.007767710161427672
HAAO	0.007767833539660289
NUP62	0.007767833539660289
POFUT2	0.007767833539660289
CARD11	0.007767833539660289
PWWP2B	0.007803646407346536
RP11-68I3.4	0.007803646407346536
OCLN	0.007803646407346536
CHST12	0.007803646407346536
P2RY12	0.007803646407346536
PFDN2	0.007821626091634162
ZPR1	0.007824014946657784
BAK1	0.00783707214412474
CRY2	0.00783707214412474
DHRS11	0.00783707214412474
SPON2	0.00783707214412474
PTRHD1	0.007843772242643243
OXTR	0.007843772242643243
RP11-1074O12.1	0.007843772242643243
MRPL10	0.0078472998128536
CYP46A1	0.0078472998128536
MCF2L2	0.007849869276735071
SDCBP	0.007849869276735071
AAAS	0.007849869276735071
RP11-384M20.1	0.007867361009286266
PLEKHA2	0.007867361009286266
PI4KA	0.007894346852166875
RBL2	0.007907973578467755
PTPN3	0.007915976997504775
BOP1	0.007915976997504775
HACD4	0.007915976997504775
SREBF2	0.007924830574879894
RP11-14N7.2	0.007924830574879894
CDKL5	0.007950359107876283
PDCD1LG2	0.007955553048344185
POP7	0.007955986024214235
PPP6R1	0.007966787413691756
DBH	0.007966787413691756
IFI27L2	0.007978354508643084
MAP2K2	0.007989152707736532
RP11-685M7.3	0.007997703343634774
MLNR	0.008023858269143973
RP11-666A8.13	0.008023858269143973
PLA2G7	0.008066010771082321
RP11-875O11.2	0.008087972814533386
CALCRL	0.008097705774598394
NREP	0.008097705774598394
PTPA	0.00810164851844644
PEG13	0.00815032019837485
ZNF788	0.00815032019837485
VAC14	0.00815032019837485
ZNF641	0.008160064608175326
SPACA6P-AS	0.008160064608175326
CPSF7	0.008162314319874178
SNORD35A	0.008162314319874178
NDST3	0.008162785170710823
ACSL3	0.008162785170710823
CARD9	0.008170993620877105
DCTN1	0.00817924401525846
CACHD1	0.00817924401525846
EDN3	0.008208526456517148
TNNC2	0.008208526456517148
DCBLD2	0.008218817994731486
MAP3K5	0.008219688186300304
GID4	0.008266590105787506
IFI16	0.008270523018399374
RP11-396C23.4	0.008290610699888065
WDR4	0.00829287668613777
TELO2	0.00830143756110294
C9orf78	0.00830143756110294
CADPS	0.00830143756110294
G6PC	0.00830143756110294
PHPT1	0.008313611949266152
RP11-452L6.5	0.008337236288481048
MKRN2	0.008341877522996708
IGLV3-9	0.0083451013341465
RP11-73E17.2	0.0083451013341465
IGHV3-48	0.008352575847685038
RP11-402J6.3	0.008352629700618855
CLC	0.008352629700618855
HEXA	0.008352629700618855
UBE3B	0.008352629700618855
ZFYVE19	0.008379956640036552
TTN	0.008412317901104851
COL26A1	0.008413983716361147
RP11-414H17.5	0.008432292470215293
MTFR1L	0.008432365375691203
MPPE1	0.008432365375691203
TET2	0.008432365375691203
HAPLN4	0.008432365375691203
SUSD4	0.008438629782638565
VPS52	0.008469977933464878
NBR1	0.008470889113273688
RBM33	0.008472702376083205
ZNF232	0.008475423990687613
ZNF564	0.008475423990687613
CLEC7A	0.008475423990687613
AP000640.10	0.008475423990687613
TRIL	0.008477211209483587
PLEKHG6	0.008489181723748409
PIK3CG	0.00854029569775843
CTBS	0.00854063255590043
KREMEN1	0.00854063255590043
FAM189B	0.00854063255590043
TRAV27	0.00854063255590043
COPS3	0.00854063255590043
PSMD3	0.008550800991111296
SLC3A1	0.00856291278996731
UBN2	0.008577029063524366
GIT1	0.008597114900877022
ZNF84	0.008597114900877022
FPGS	0.008599441889725676
RPS5	0.008599441889725676
MORF4L2-AS1	0.008620383044576511
TRIM3	0.008620383044576511
STAG3	0.008620383044576511
AMOTL1	0.008626964480273171
CAMK1	0.008630924023690322
PRMT5	0.008634027055867731
NEXN-AS1	0.00863583217465788
TMEM145	0.00863583217465788
ZCCHC6	0.00863583217465788
MYPOP	0.00863583217465788
AP5Z1	0.00863583217465788
C17orf107	0.008642245482214716
CSF2RBP1	0.008647454861614008
ZNF81	0.008647454861614008
RBM47	0.008647454861614008
ZNF333	0.008647454861614008
MYBPC3	0.008647454861614008
TNFAIP6	0.008662731756045271
CH17-296N19.1	0.008681058966337463
MAPKBP1	0.008687622769951435
LZTR1	0.00869590214175023
DNAJC3	0.00871522942946671
LINC00672	0.00871522942946671
HBD	0.00872259063616572
GPBP1L1	0.008760786163113399
EIF1B-AS1	0.008760786163113399
RP11-314N13.3	0.008767354586740413
BTD	0.008767354586740413
EXD3	0.008778497873528454
AC104809.4	0.008778497873528454
RPL12P27	0.008784133331092068
GSDMC	0.008784275154703543
PEPD	0.008784275154703543
PFN1P1	0.008784275154703543
PTPN23	0.008784275154703543
ZNF799	0.008789272969126618
MAFF	0.00880741265771207
PTPN9	0.008831546137002735
SDS	0.008863207460777853
HCG11	0.008879544373161631
KIAA0922	0.008879544373161631
RP11-326C3.11	0.008888052255089757
PCGF3	0.008892893189662715
HARS	0.008898300449422587
DENND1C	0.008898300449422587
SLC25A45	0.008903104831566816
SYN3	0.008903104831566816
SWT1	0.008926024305064178
ACSL1	0.008926024305064178
CYP4F29P	0.008936314256264727
ZNF43	0.008964215160454135
USP6	0.008988742749819296
ARFIP2	0.009077438586235184
PLCXD1	0.009077438586235184
LINC00265	0.009077438586235184
PEX26	0.00910218166992787
ATAD3B	0.009113708997022829
CSF1R	0.009113708997022829
UBE2V1	0.009129097685609421
RP11-1319K7.1	0.009145627528787155
MST1L	0.009160332365338728
RPS2P5	0.009172366637378042
ZNF473	0.009178891499071057
EIF4E3	0.009178891499071057
TMEM191A	0.009195741271789699
UBXN2B	0.009195741271789699
ATP6V0C	0.009195741271789699
RNF169	0.009195741271789699
ATF3	0.009195741271789699
AC144652.1	0.009195741271789699
PDSS1	0.009195741271789699
FAM210B	0.0092477069780421
STK17B	0.009266491894796398
ARHGEF10L	0.009272161592977024
PLXNB2	0.009298245438141468
NABP2	0.009303895778873661
PRPF19	0.009306727343777889
PFN1	0.009330878478146176
RP11-78B10.2	0.009330878478146176
RP4-730K3.3	0.009342821614585231
ARHGDIG	0.009344217109791674
PIR	0.009347916016562355
ZNF526	0.009351857226752195
AICDA	0.009368534704890097
PTDSS1	0.009371564014344993
APC	0.009371564014344993
ZNF681	0.009371564014344993
LINC00963	0.009441087244691346
FAM155B	0.009441087244691346
RP11-506K6.4	0.009441087244691346
CXCR2	0.009441087244691346
TRIM56	0.009491133209050536
RP11-574K11.24	0.009491133209050536
PLS1	0.009503608598276326
IRF2	0.009511940899103932
ALDH16A1	0.009515143612330065
WASH6P	0.009515143612330065
HCG27	0.009536570260673283
FABP6	0.009541813391983326
RPL41P2	0.009541813391983326
TBC1D17	0.009543616957874397
CD4	0.009600479975912278
LMO7	0.009607122813904552
FARSA	0.009611115745903375
GCSAML	0.009615149382191877
RP11-59D5__B.2	0.009621743770346776
PSIP1	0.009629306872170207
VPS18	0.009634269679194242
RP11-561P12.5	0.009654366251544526
PSME2	0.009654366251544526
CTD-2588E21.1	0.009654366251544526
RP11-44F14.9	0.00969195085540749
RP11-1252I4.2	0.009731927386533031
PITPNC1	0.009750638607777425
SALL1	0.009759591561310772
ZDHHC11B	0.009759591561310772
DESI1	0.009775562694927289
RASA2	0.009776376761648243
OSBPL9	0.009776376761648243
RP11-8H2.1	0.009776376761648243
SLC25A39	0.009779825916930539
EIF3B	0.00979975941442116
NACAP3	0.00980668701637649
SPG7	0.009821528342643205
RPS19	0.009821528342643205
ASXL2	0.009821528342643205
CDH19	0.00982496165734563
PARD6B	0.009844684956123105
CUL9	0.009847291982578011
ZNF585A	0.009902096149978137
CHUK	0.009906604459390183
RP3-395M20.9	0.009928411324217613
RPS16	0.009949727472478
HBBP1	0.009960077684737704
NAT6	0.009960077684737704
CCNE2	0.009960077684737704
ZNF223	0.00996098353524064
RP11-252A24.2	0.00996108387916802
VCX	0.009964139607219077
TSKS	0.00997664875875322
UBR5-AS1	0.009998126284359104
CCDC155	0.009999534376952278
C1orf167	0.01000694944894819
EIF3C	0.010028750518360717
KIAA0586	0.010028750518360717
THAP5	0.01003050797643197
KCNN4	0.01003050797643197
KIF1A	0.01003050797643197
CTD-3032J10.3	0.010042958378953344
CSRP1	0.010064334042130918
ATP6V1A	0.010072844766982348
NEFL	0.010072844766982348
HEATR5A	0.010072844766982348
LINC00654	0.010087149828159314
KCNQ3	0.010087149828159314
MAP2	0.010087388240375458
PDE5A	0.010093663885483328
FAM129A	0.01009632138406309
RRM2B	0.010098042307223094
RPL10P16	0.010098042307223094
PMPCA	0.010099528418870272
ICOSLG	0.010100616697383656
RP11-44F14.8	0.010100616697383656
PPP2R5B	0.010147309259952357
RP4-647J21.1	0.010156609892147417
MFSD10	0.010156609892147417
IDI1	0.010163343430956769
PHRF1	0.010169925127443375
ASMTL	0.010169925127443375
RP11-798G7.8	0.01020188800058512
RPS2P4	0.010205815076746144
SYT13	0.010205815076746144
PTPRC	0.010205815076746144
PIEZO1	0.010205815076746144
MAP4K2	0.010205815076746144
ACSS3	0.010254681781884331
AQP10	0.01029284808140626
RASAL1	0.010306638030692091
NFATC2IP	0.01040632383006126
VTI1B	0.010414941838896923
PSTPIP2	0.010443804635495305
TVP23B	0.010446890256973497
HCN2	0.01047997457637188
CD5	0.010502472469711265
CRADD	0.010502472469711265
IQSEC2	0.010509065419936379
GUSB	0.010520703371798066
ATP6V1F	0.010530159276873015
FCGR2C	0.010534699595294877
TRIM26	0.010539358962942497
TMEM179B	0.01055602605246458
TAP1	0.010556193852577198
GPRC5A	0.010565030572225801
VAPA	0.010565030572225801
CROCC2	0.010583409785507031
CTD-3065J16.9	0.010587019220365366
HS3ST1	0.010599798876764596
ACBD6	0.010608573967085762
SH3GL1	0.010624468858541073
ZBTB34	0.010635648177654987
PPP1R12C	0.010646352803377347
P2RY6	0.010671887466061344
RNASEL	0.010695448494045785
ABL1	0.010698365568046224
UCKL1	0.010769253145330705
RP11-146F11.1	0.010769253145330705
B3GNT9	0.01082226353143205
EMD	0.01082226353143205
GREB1	0.01082226353143205
SDSL	0.01084653438348238
LRRC37A3	0.010849292699949368
LINC00513	0.010849292699949368
PIGS	0.0108633022414107
SNORA3B	0.010879879168093213
RP13-297E16.4	0.010879879168093213
RPL10P1	0.010900086839388052
PLEKHG2	0.010901515130843024
RP4-671O14.7	0.010949231404029078
CYP2F2P	0.010979129889688232
MCF2	0.01098153075035976
RIPK2	0.01098153075035976
RP6-159A1.4	0.01098153075035976
CPS1	0.010982117707097143
ARL6IP4	0.010982117707097143
ELOVL3	0.011063714765809968
DDX17	0.011063714765809968
KPTN	0.011068640833796897
BAG1	0.011068640833796897
YBX1P1	0.01106892756851089
TBC1D10A	0.01106892756851089
PCBP3-OT1	0.011077201472869867
ZC3H6	0.011077201472869867
WBSCR22	0.011077201472869867
GK-AS1	0.011077201472869867
MPP7	0.011099308437589725
RALBP1	0.011123213294529956
RP11-34P13.7	0.011123213294529956
TLR2	0.01115057948634807
LYRM1	0.011182218929433694
NAALADL1	0.011200450510933914
AMZ1	0.011200450510933914
HIPK3	0.011206749313919021
ARID1A	0.011206749313919021
IL4R	0.01122078359617725
ABHD15	0.011231495257239429
PCCB	0.011232297682055211
NELFA	0.011241460202338264
EGF	0.011241460202338264
PLD2	0.011271352276741513
NDUFS6	0.011271713650831124
APPL2	0.01128297820155113
FZD9	0.01128297820155113
NIPAL3	0.011306642742439952
ADAMTSL2	0.011348456413471047
RP11-326C3.2	0.011348456413471047
SNU13	0.011348456413471047
KDELR1	0.011371719143971662
MDM1	0.011398071275640615
PIWIL4	0.011398071275640615
ZMIZ2	0.011398071275640615
SORBS3	0.011398071275640615
MCC	0.011398071275640615
SPRY3	0.011398071275640615
NMRAL2P	0.011404359013199217
RP1-13D10.3	0.011408522399884047
RP11-424I19.2	0.011408522399884047
SLC12A6	0.011414142601875855
ATP11A	0.011414862562633134
SCUBE1	0.011414862562633134
TAC1	0.011431165617605196
AFF1	0.011432241874744896
RPS14	0.011471923490360632
CFD	0.011471923490360632
KRT17	0.011480244119061296
GAB1	0.011480797737017455
DLGAP3	0.011497123145062068
TMEM230	0.011498893927220664
UPK3A	0.01152222947495625
ACADVL	0.011538755032774408
ARID4A	0.011539923857914936
PNPLA2	0.011540951041447674
PLEKHF1	0.011574929669246113
U2AF1L4	0.01158029621083445
PRICKLE3	0.011594621601273133
RP11-51J9.5	0.011594621601273133
RP11-196B3.1	0.011622766506541498
SLC4A9	0.011622766506541498
AF064858.8	0.011622766506541498
RPTOR	0.011622766506541498
AC006129.1	0.011630619938781263
MTM1	0.011635561526703758
C7orf34	0.011670593877781755
HUS1	0.011689283217531243
SH2D3A	0.01171216890865183
WASIR2	0.011715703497565323
KIR3DL2	0.011778382936572844
IMP4	0.011786877530259183
LIN7A	0.011786877530259183
ASCL2	0.011786877530259183
SMPDL3B	0.011786877530259183
HNRNPH1P1	0.011786877530259183
AC003991.3	0.011786877530259183
ZDHHC2	0.011786877530259183
FICD	0.011786877530259183
CUL7	0.011786877530259183
RPL41	0.011814757589316304
LINC01004	0.011814757589316304
CTD-2353F22.2	0.011814757589316304
MRPL41	0.011814757589316304
PCK2	0.011814757589316304
GNGT2	0.011814757589316304
GMDS	0.011823568264515806
EVPL	0.011830033819969154
RP11-1193F23.1	0.011866151242737332
PGC	0.011868506924841758
RP11-361L15.5	0.011876175515095006
PPP4R2	0.011878670656206099
CHST1	0.011878670656206099
RP11-927P21.1	0.011878670656206099
RP3-395M20.2	0.011878670656206099
TRBJ2-5	0.01188452471140746
TM7SF2	0.011939012667598742
KCNJ2-AS1	0.011943689532502792
MEST	0.011953494380953502
STX7	0.01195640502835944
ZNF296	0.011958805200250198
SF3B5	0.011958805200250198
SPIDR	0.012036616712279258
ATP5SL	0.012036616712279258
CNDP2	0.012036616712279258
ACOT1	0.012044609867407984
NIN	0.012044609867407984
ZNF382	0.01207419054960304
RP11-158H5.8	0.012074908775771585
LINC01531	0.012077563435122425
CRTAP	0.012090812512479716
SLC44A4	0.012090812512479716
PDZD11	0.012098202423145701
GPSM2	0.012117788645124215
RALB	0.012128964856518001
COX8A	0.012134299012781605
NSMCE3	0.012148753357657152
GPR15	0.012157346705173362
RASSF1	0.012177394948429721
SLC22A15	0.012191333139899363
FLAD1	0.012204231196077532
ZC3H12C	0.012204231196077532
MOB2	0.012204261462446606
FAM234A	0.012212675725566476
EIF6	0.012239815468454485
ZNF660	0.012239815468454485
AP2A1	0.012248055466231313
FAM49B	0.012255288272260138
CMTM6	0.012308659310164635
LINC02193	0.012346377609930289
RP11-428O18.6	0.012350169720503812
TUBB2B	0.012351875183697418
VRK1	0.012351875183697418
LRRC49	0.012352470195943644
BCAS3	0.01236053822745132
AC008074.5	0.012373170635691917
TSNAX	0.012393054039193989
KB-1507C5.4	0.012393054039193989
AMACR	0.012404230132709571
TMEM252	0.012407075201858584
GABBR2	0.012411127641836413
FBP1	0.0124242447955235
UFC1	0.0124242447955235
THAP6	0.0124242447955235
DUS3L	0.0124242447955235
PSME2P2	0.0124242447955235
LINC01664	0.0124242447955235
CDRT1	0.012425662145806178
SAMSN1	0.012425662145806178
C19orf45	0.012425662145806178
IFIT1	0.012425662145806178
RP11-443F4.1	0.012429093016568025
SCRN3	0.012440009132740276
BNIP3P40	0.012442086415209571
FAM127A	0.012442086415209571
FXYD7	0.012443730667715197
CTB-114C7.4	0.012445598450563979
AC007879.2	0.012445598450563979
ARHGEF40	0.012445598450563979
PTGES2	0.012460012130900111
FLNB-AS1	0.012472297226386264
TOMM6	0.012494592001751839
TAF10	0.012494790995858191
C7orf57	0.012499868342772785
C1RL-AS1	0.012504388371027884
DNAH17	0.012544547718275444
RP11-44F14.10	0.012546250595695594
GSTM4	0.012550858117608359
SRGAP3	0.012553892433124351
TJAP1	0.012568179994034295
CTD-2336O2.1	0.012575693854894748
SLC15A2	0.012602634220501913
HMGA1	0.012616600233107832
NIPAL4	0.012619498906934336
ZNF767P	0.012640493521892683
MAP2K6	0.012640493521892683
MMP23B	0.012663199000439128
CAMK1D	0.0126880396294324
RP3-510O8.4	0.01270022546759385
PARP8	0.01270887599243754
TAF15	0.012711143084675282
RALGDS	0.012726981766245279
CH17-13I23.3	0.012730436711834922
MFSD6L	0.012750817522204754
SUCNR1	0.012750817522204754
SYT1	0.012750817522204754
RP11-662I13.3	0.012750817522204754
PCYT1B	0.01275854127333708
FAM53B	0.012781057243496582
LY9	0.012789631463408668
CEACAM7	0.012837714431640515
KCNN1	0.012837714431640515
RP11-186N15.3	0.012874088295467895
ZNF157	0.012874088295467895
RP11-21K12.3	0.012874088295467895
MARCH7	0.012874088295467895
ZNF607	0.012885429145237643
RP11-326I11.4	0.012885429145237643
RAPH1	0.012885429145237643
RPL36	0.01289566887311071
PNISR	0.01289566887311071
GSTO2	0.012914380973648278
APOA2	0.012914380973648278
CTC-232P5.1	0.012914380973648278
WBP1	0.012923656576350142
CXCL2	0.012934325366756115
PTPRJ	0.012939059377339301
AC007278.3	0.012939731155575344
RP11-231E19.1	0.012939731155575344
TOMM22	0.012939731155575344
FUK	0.012939731155575344
PELI2	0.012939731155575344
ZNF709	0.012970149153034762
C19orf66	0.01302267344168806
ZNF226	0.013037499226005979
LRMP	0.013037499226005979
NUP50	0.013076798769481727
HABP2	0.01307683697369181
PIK3CA	0.013128656701926148
TUG1	0.013168288771899668
FTH1P23	0.013168288771899668
LIF	0.013171656405270092
IFT88	0.013206263555881432
ZNF250	0.01321656189458812
BTBD11	0.01321656189458812
UBE2MP1	0.01321656189458812
SELENOW	0.013228789485663837
XKRX	0.013229472214865567
NUDT12	0.013234204906072848
ACTA2-AS1	0.013234204906072848
RPS3AP43	0.013234204906072848
AJ003147.11	0.013242637956446923
TCF3P1	0.013258376466667386
CTD-3247F14.2	0.013272302091323449
ZNF148	0.013351019199575714
GTF2H2	0.01337231759365897
BTNL8	0.013386172819719967
ZNF101	0.013398729893424628
PFDN1	0.01340088840328493
LUZP1	0.01344525348701712
CLMN	0.013452617494770922
PNMA2	0.013465224516797792
CHD3	0.013495876199940499
PTGER1	0.013498334145462152
CHMP3	0.013498334145462152
MUS81	0.013498334145462152
NEK6	0.013499885265670279
AP001056.1	0.0135011567595789
RP11-448G15.3	0.0135011567595789
TTR	0.0135011567595789
AKR1B10	0.0135011567595789
RBMX	0.013506642118507921
ASB6	0.013508350274145159
ZNF7	0.013508350274145159
ARRDC1-AS1	0.013531793750510935
C1orf204	0.013531793750510935
CD86	0.013569887515300428
RP3-368A4.6	0.013593924357583555
NLGN3	0.0135954989453726
TRIM63	0.013596342083209138
GABRR2	0.01360150500517835
ZNF682	0.01360150500517835
MN1	0.013609284329194424
CMPK2	0.013613657216073886
OCEL1	0.013630532932843989
ITGB7	0.0136429208925194
ERCC6L2	0.013665646260985992
IRF2BPL	0.013665646260985992
FAIM2	0.013692799843927933
MARCH5	0.013692799843927933
TSEN54	0.013692799843927933
GPR20	0.013720195556527147
ARFGEF1	0.013720195556527147
SHOX2	0.013742977620409616
ZNF445	0.013742977620409616
PPP4R1	0.01374716263068246
IDUA	0.013765785554325713
INTS8	0.013797066901616547
NUTF2	0.013811000626751347
RP11-38G5.2	0.01383051948057473
DDX24	0.013836199620195985
RP11-728F11.4	0.013841598846329347
CSGALNACT2	0.013845222492978647
CLEC16A	0.01385073783661651
PCBP3	0.013863848549344616
POLRMT	0.013869769043702216
MTCO3P11	0.013875485978853328
DGCR6L	0.013875485978853328
ALOX12P2	0.013875485978853328
CS	0.013881340316054664
EREG	0.013881340316054664
APBA3	0.013888878394929834
DIP2B	0.013932898808417457
EXOC1	0.013932898808417457
RP11-65L3.2	0.013932898808417457
TRMT1	0.013934427211258966
IL18BP	0.01399405055348892
KRT77	0.013995782600530627
C18orf8	0.014031423569018963
CAMKK2	0.014039830311251823
NKIRAS2	0.014049444645148915
USP9X	0.014058275166033243
GSS	0.014082784655854533
LYN	0.014091566690051177
DVL3	0.014091566690051177
USF2	0.014095059958239444
NOP14-AS1	0.014126751969169439
DTX3L	0.014129305881999527
CCDC39	0.014131055675951925
KIF13A	0.014164057425776354
TRAF7	0.014228863549464755
HRASLS	0.014228863549464755
LINC00909	0.01424375378082655
POLR2I	0.01424375378082655
MTG1	0.01424375378082655
CNBP	0.01424375378082655
AC074289.1	0.0142480609874203
SNAI1	0.0142480609874203
LINC00398	0.014303392598609872
ZNF268	0.014332171362404946
DGCR9	0.01433259565912388
RP5-821D11.7	0.014343048457840643
SLX4IP	0.01435539041716451
HNRNPA3P10	0.01435539041716451
RP11-996F15.4	0.014367461083232558
AC104024.1	0.014395221982729554
SPTLC1	0.014399225918002662
RP6-74O6.6	0.014401644531478474
MRPS2	0.014401644531478474
EEFSEC	0.014406123956659429
XXbac-BPG299F13.17	0.014406123956659429
PDE4A	0.014406123956659429
RP3-406P24.5	0.014406123956659429
RN7SKP23	0.014406123956659429
YBX1P2	0.014406123956659429
TFAM	0.014406123956659429
AC002456.2	0.014408108028326302
IGHV5-10-1	0.014408108028326302
PTPN5	0.014408108028326302
SELENOK	0.014408108028326302
CIR1	0.014408108028326302
WASH4P	0.014408108028326302
MAP2K4	0.014408108028326302
RP11-6N17.4	0.014409077958740829
RP11-320N21.1	0.014448873416750212
RPS15P5	0.014466859954520255
TMEM130	0.01449608813492414
BCR	0.014502269655748487
TMCO3	0.01450672569535396
BACH1	0.014511482471623764
PRDX5	0.014511482471623764
SLC29A1	0.014511482471623764
MROH1	0.014511482471623764
RP11-817O13.8	0.014561511351153154
GAL3ST4	0.014577013959059434
RAB5A	0.014577013959059434
NFAT5	0.014577013959059434
IRS2	0.014580235368797177
PRKAR1A	0.014582311304408197
ADAM15	0.014582311304408197
DIS3L2	0.014592547609292336
C6orf3	0.014592547609292336
LIMS1	0.014592547609292336
COMMD1	0.014607665517356677
PSMG2	0.014615361210733176
RP11-54F2.9	0.01461692934395139
SEC61A2	0.014662257024480947
ATP13A2	0.014701756587859136
AIM1	0.0147031850541257
MRVI1	0.01474632665415348
CREG2	0.014773456446034446
GGH	0.014794808501716224
TBC1D25	0.01482637825701521
KRT8P26	0.014841502901037156
DEFA5	0.01485389331735013
UBE2I	0.014855851758319412
INTS4P1	0.014909261237174324
RP11-288C18.1	0.01491030905225811
PRG2	0.014921891468875114
NCKAP1	0.014921891468875114
EFTUD2	0.01493017268045868
TRIB3	0.014942872953428669
MIER1	0.014949075973238541
C4orf3	0.014971397429663313
TSEN34	0.014973239402191835
DDX39A	0.015004438396747446
LINC00211	0.015017890163470838
KMT5B	0.01503003437185126
WBP11	0.015031301255451615
TRIQK	0.01503745517613143
ZNF106	0.015042045388686484
PLSCR2	0.015054303510748785
IL17RA	0.015065863879341708
RAB14	0.0150960991545843
MAST4	0.015113625934144347
TNFSF15	0.015119501183365268
GLIS2	0.015119501183365268
OTULIN	0.015134687604795494
ATL2	0.015135394781260008
ENO2	0.015135394781260008
RP11-482G13.1	0.015141955192704795
RP11-815J4.7	0.015162218376116865
ADGRE4P	0.015208403618597842
STK38L	0.015215018523502459
ACKR2	0.01522861317451249
ABCC2	0.01522861317451249
RP11-159D12.2	0.01522861317451249
GATC	0.015230722221264733
TSSC1	0.015230722221264733
NKX2-5	0.015230722221264733
AC009303.2	0.015230722221264733
RPL7AP6	0.015230722221264733
ST6GALNAC6	0.015287949004656702
SURF4	0.015291825940782903
CAMK2N1	0.01535762358538496
FKBP9	0.015359866423252027
AC007228.11	0.015365112453582627
RP11-44F14.6	0.015397698081862725
AKAP8L	0.015402685378721864
LINC00202-2	0.015402685378721864
CD163L1	0.015429518115821264
C7orf26	0.015456111945903826
KLHL14	0.015458132811667238
GALR2	0.01546421697496277
NOTCH2	0.015475789785522083
SLC52A3	0.015476849506084231
KDM3B	0.015476849506084231
AMY2B	0.015476849506084231
COX4I1	0.015538077394423557
PPP1R9B	0.015547745649910889
TRAV21	0.015549552054503772
CARMIL3	0.015549552054503772
ARC	0.015553217242096191
KCNC3	0.015553217242096191
RP11-386M24.6	0.015553217242096191
C17orf97	0.015553217242096191
TOPBP1	0.015567009935069898
PLA2G2A	0.015567673903688696
PGS1	0.015607133838301927
STRAP	0.015612334440022836
CCNG2	0.015612334440022836
C14orf80	0.015612334440022836
RP11-845M18.6	0.015614340810867197
ZNF684	0.015627084913840853
ZNF438	0.015646124548510786
UXT	0.015647704187218156
RP11-415J8.3	0.01565677342764594
RPL13A	0.015666782290270322
PTBP1	0.015682235417503552
VPS9D1-AS1	0.01569149489607093
NSUN3	0.015710486492888226
TMLHE-AS1	0.015717315834292634
NDUFA7	0.015717315834292634
ILKAP	0.015755264185647752
RP11-96K19.2	0.01576887162074787
APAF1	0.01579771252170315
HLA-DMB	0.01588062062882285
MAPK13	0.015890187615905375
EXD2	0.01594909710737799
HINT3	0.01594909710737799
TNFRSF25	0.015982619978630177
SH3BGRL3	0.016014229592554285
FBXO30	0.016014229592554285
TRAV8-2	0.016022510520980242
E4F1	0.016028829645869273
TCP11L2	0.01607013961044403
DMWD	0.016122866162924496
DCTD	0.016166067720287308
CCDC92	0.01617233774300489
CC2D1A	0.01617233774300489
NUS1P1	0.016176031919134977
ZNF425	0.016176031919134977
CHST10	0.016176031919134977
CCDC134	0.016179217365269238
